Product	Date_Posted	Star_Rating	Title	Review_Text
Olympus Stylus 850SW 8MP Digital Camera with 3x Optical Zoom	08-AUG-14	5	ordered those separate and camera works great now love it	Got this Camera at Wal Mart on clearance  for $20 had no battery or memory card, ordered those separate and camera works great now love it. Mine is the Black/silver Model.
Casio Exilim EX-Z80 8MP Digital Camera - Black	31-JUL-14	5	Five Stars	good seller, great little camera
Fujifilm Finepix Z20fd 10MP Digital Camera with 3x Optical Zoom (Hot Pink)	22-JUL-14	5	Good quality and price.	Gave it to my wife.  Her daughter loved it too. so much so she talked my wife out of it.
Sony Cybershot DSCW150 8.1MP Digital Camera with 5x Optical Zoom with Super Steady Shot	27-JUL-14	5	Great Companion If You Have Larger Cameras	I am not going to get into technical details as you can easily read this on this site. I purchased this came in 2008 and have been using it every week for the past 6 years. This is my "pocket" camera that I almost always drop it into my pocket when I leave home. It is not necessarily for making a lot of great photo shots, however it is great to catch those unusual photos in your day to day life. I like to review restaurants and critique and I always have this little camera handy. The quality of the photos have been improved greatly on the later models but this one is great for small photos that I post on the internet. I had one problem with the camera in six years. The memory card that I inserted had a small rough place on the bottom left and the card got stuck in the camera. I was about ready to toss it when I learned that I could remove the broken tip of the memory card by carefully using a wire and file. After about 15 minutes I was able to retrieve the broken tip of the card, insert a new card and the  camera is back to working full time. This is a very rugged little camera that is made of lightweight metal and not plastic like so many are today. Also there is a view finder. Try to find a similar model today with a viewfinder at a reasonable price. I just purchased s second one off of eBay that is  a different color. I also use that one too. This was a great buy for a really neat little camera. It is no substitute for my Nikons but is a companion for them.
Canon PowerShot A470 7MP Digital Camera with 3.4x Optical Zoom	19-JUL-14	4	Canon camera	I bought this camera long time ago and it was really great at first! As technology advanced, I found it ugly and cheap! But it is a good camera. I gave it to my daughter so she can play it with it!
Canon PowerShot A470 7MP Digital Camera with 3.4x Optical Zoom	26-JUL-14	5	I highly recommend it!	This is well worth the money! I highly recommend it!
Fujifilm Finepix J10 8.2MP Digital Camera with 3x Optical Zoom	22-JUL-14	3	This works ok. About what you expect for the ...	This works ok. About what you expect for the money. Nothing I can recall as particularly notable or special, though
Samsung L210 10.1MP Digital Camera with 3x Optical Image Stabilized Zoom (Black)	14-JUL-14	5	Five Stars	Takes nice pictures. Lens is pretty impressive for a budget camera.
Samsung L210 10.1MP Digital Camera with 3x Optical Image Stabilized Zoom (Black)	10-AUG-14	3	Different Camera	I had one of these cameras before but got it wet.  The one I was sent doesn't have as good a zoom and. doesn't have the different scene choices as the one I used to have.  I don't know why it is different.  The. number is the same but it doesn't work the same.  It is disappointing.
Casio Exilim EX-Z9PK 8MP 3x Zoom 2.6-Inch LCD Screen Digital Camera (Pink)	27-JUL-14	5	Five Stars	was a gift.  thx
Casio Exilim EX-Z9PK 8MP 3x Zoom 2.6-Inch LCD Screen Digital Camera (Pink)	02-AUG-14	5	Five Stars	excellent for it's price
Nishika N8000 35 mm Quadrascopic Stereo 3D Lenticular Camera	10-AUG-14	3	Disappointing. film processing	The camera itself is great but it is expensive and hard to find places that can process the film because the original film processors are out of business.
Casio Exilim Pro EX-F1 Digital Camera, 6.0 MP, with 60fps High Speed Burst Mode, Full HD Movies, 12x Optical, 4x Digital Zoom, 2.8" HP LCD Screen	17-JUL-14	4	it id nice camera at lower price and for beginners	it id nice camera at lower price and for beginners. it is good at outdoor. but in indore and night results are not upto the mark. if you want use in indoor u need extra lights to get better results.. here you can see result of camera in indoor condition.
Canon PowerShot SD890IS 10MP Digital Camera with 5x Optical Image Stabilized Zoom	30-JUL-14	5	Love this camera	I love this camera.  I've been using it for both work and play and it's given me great pictures.  I would highly recommend.
International Innovations Intova SS01 Sport Utility Film Camera - 35mm Camera - 35mm)	05-AUG-14	1	Did not work!	This item did not work! I had at least three people try to operate it. It was missing a piece.
Sony Cybershot DSCT300 10.1MP Digital Camera with 5x Optical Zoom with Super Steady Shot	31-JUL-14	1	Bad product	Bad bad bad I had problems since I got this camera send it back to their fabric for a weird noise then I got the worst photos ever and then the battery part broke apart. So disappointment.
Kodak Easyshare Z1015IS 10 MP Digital Camera with 15xOptical Image Stabilized Zoom	06-AUG-14	5	AWESOME	I used to have one of these and LOVED it! I'm definitely going to get another! It takes great photos and videos, is pretty light, and is easy to use. This might have just been my camera, but the lenses cap would NOT stay on.
Panasonic DMC-LX3K 10.1MP Digital Camera with 2.5x Wide Angle MEGA Optical Image Stabilized Zoom	09-AUG-14	5	Five Stars	I bought this camera and pancake lens for my husband's birthday.
Panasonic  Lumix DMC-FZ28 10MP Digital Camera with 18x Wide Angle MEGA Optical Image Stabilized Zoom	18-JUL-14	5	Wow great camera	Great purchase and item.
Nikon Coolpix S60 10MP Digital Camera with 5x Optical Vibration Reduction (VR) Zoom (Platinum Bronze)	08-AUG-14	5	Five Stars	it is ok work good
Sony Cybershot DSC-T77 10MP Digital Camera with 4x Optical Zoom with Super Steady Shot Image Stabilization	12-AUG-14	4	Nice and sexy looking camera	Nice and sexy looking camera! the quality of the pictures is great. My only problem is the battery shelf life is too short. The charge runs out very fast.
Olympus FE-20 8MP Digital Camera (Black)	09-AUG-14	5	wonderful little camera	wonderful little camera, keep two batteries fully charged, but my camera died on me, must be overworked.  need a replacement like yesterday!!!  its done thousands of photographs taken at cemeteries. throughout Wairarapa . 
Canon Powershot G10 14.7MP Digital Camera with 5x Wide Angle Optical Image Stabilized Zoom	04-AUG-14	5	Five Stars	One of the best Camera, really happy with it
Canon Powershot G10 14.7MP Digital Camera with 5x Wide Angle Optical Image Stabilized Zoom	09-AUG-14	5	BEST ever!	Best Powershot G series camera ever made.  Best point and shoot camera ever made, for that matter!
Canon Powershot SX10IS 10MP Digital Camera with 20x Wide Angle Optical Image Stabilized Zoom	02-AUG-14	3	Three Stars	sucks battery. Owning this product for a few almost 6 years now. slimmer, better models have come.
Canon Powershot SD990IS 14.7MP Digital Camera with 3.7x Optical Image Stabilized Zoom	23-JUL-14	5	Easy to operate	Bought for Myself, and use it all the time.  Easy to operate.
Kyocera Yashica T4 Super Weatherproof Camera with Carl Zeiss Tessar T* 35mm F3.5 Lens and Waistlever Super Scope Viewfinder	25-JUL-14	5	Five Stars	fast shipping and the camera works great! my dream camera!
Kodak EasyShare M1033 10MP Digital Camera with 3x Optical Zoom	13-AUG-14	5	Five Stars	Works great just like the other I had before
Olympus Stylus 850 SW 8MP Shockproof Waterproof Digital Camera (Orange) - REFURBISHED	08-AUG-14	5	LOVE MY CAMERA!	I absolutely LOVE this camera.  I use tp use if for all pics until cell phones started having good cameras.  Now I use it anytime I go anywhere that involves water!  Just don't make the mistake of using it in salt water like I did.  Fortunately I was able to recover it but my husband wasn't so lucky with his as he went scuba diving .  maybe that had something to do with it.  He bought the newer Olympus Tough.  Shockproof .  yes!  Just don't allow your 1 yr old hold it near the pool as I did .  it got a little scratched up around the dial so I can't read some of the settings unless I'm looking at the screen to see the settings.
Sony Cybershot DSC-W220 12.1MP Digital Camera with 4x Optical Zoom with Super Steady Shot Image Stabilization (Black)	29-JUL-14	4	"Say Cheese!"	This camera is easy to use and carry.  The photos are acceptable and the camera itself has features that are useful for amateurs such as myself and not at all complicated.  This camera fits the bill for an all around easy picture taking.
Sony Cyber-shot DSC-H20/B 10.1 MP Digital Camera with 10x Optical Zoom and Super Steady Shot Image Stabilization	15-JUL-14	5	phenomenal camera	I have had this camera for three years now and it still works like brand new.  Everyone raves about how clear and sharp the pictures come out.  I see the price of this camera has going up. I only paid $100 bucks for it used.  The best thing about it though the camera was still in the same box and the accessories were still in the plastic packaging.  It looked like it was never used.
Sony Cyber-shot DSC-H20/B 10.1 MP Digital Camera with 10x Optical Zoom and Super Steady Shot Image Stabilization	04-AUG-14	5	Five Stars	Good one to buy.Worth for the price.
Sony Cyber-shot DSC-H20/B 10.1 MP Digital Camera with 10x Optical Zoom and Super Steady Shot Image Stabilization	10-AUG-14	2	For the price, I found this camera to be ...	For the price, I found this camera to be substandard. Images have never been sharp and the performance on average has been unsatisfactory. I have been unhappy with several Sony products of late and I believe at this point they can consider me a former customer.
Olympus FE-25	31-JUL-14	1	no sound great.	do not buy this camera, it has no sound when you take movies, sooner or later you will decide to take a movie and it will be silent. What a bunch of screw balls who ever put this together, no sound great.
Olympus Stylus 6000 10MP Digital Camera with 3.6x Wide Angle Optical Dual Image Stabilized Zoom and 2.7-inch LCD	24-JUL-14	5	Five Stars	A fantastic little camera absolutely no complaints
Olympus Stylus 6000 10MP Digital Camera with 3.6x Wide Angle Optical Dual Image Stabilized Zoom and 2.7-inch LCD	06-AUG-14	5	Great all-around camera!	A fantastic, reasonably priced, all-around digital camera!  This is my second one!
Olympus Stylus 6000 10MP Digital Camera with 3.6x Wide Angle Optical Dual Image Stabilized Zoom and 2.7-inch LCD	14-AUG-14	1	Not happy with the	Did not receive the plug to charge the battery and the camera. Not happy with the purchase
Olympus Stylus Tough-8000 12 MP Digital Camera with 3.6x Wide Angle Optical Dual Image Stabilized Zoom and 2.7-Inch LCD	14-JUL-14	4	good/ rugged camera	purchased this camera about 5 years ago and still taking great pics.  love that you are able to drop it, get it wet, basically it will take anything that you throw at it.  able to use auto mode for picture taking or adjust and use manual mode.  love the panorma setting.  have taken soooooo many photos on this and keeps on going.  fits in your pocket easily.  just got back from a long hiking/ camping trip and once again realize how great of a purchase it was.
Olympus Stylus Tough-8000 12 MP Digital Camera with 3.6x Wide Angle Optical Dual Image Stabilized Zoom and 2.7-Inch LCD	07-AUG-14	3	It was great while it lasted	It was great while it lasted.  I made good use of it for about a little over a year.  During that time, it took great pictures and was easy to use.  Then pretty much right after the warranty expired, it leaked and broke.
Olympus Stylus Tough-8000 12 MP Digital Camera with 3.6x Wide Angle Optical Dual Image Stabilized Zoom and 2.7-Inch LCD	12-AUG-14	1	Not so "tough"	I bought this for my daughter when she was in Afghanistan. She wanted something heavy duty.  It did not hold up as promised. This was not cheap and did not hold up even for a year. The lens fogged over (it never got wet) She ended up throwing it away. It was not functional. Very disappointed.
Nikon Coolpix L20 10MP Digital Camera with 3.6 Optical Zoom and 3 inch LCD, (Deep Red)	01-AUG-14	5	Five Stars	does exactly the job its supposed to do no more no less!
Nikon Coolpix P90 12.1MP Digital Camera with 24x Wide Angle Optical Vibration Reduction (VR) Zoom and 3 inch Tilt LCD	31-JUL-14	5	Five Stars	Excellent product, just what I was looking for, nothing to say more than the purchase was expected. All right.
Maxell CR2032 3V Micro Lithium Button Coin Cell Battery 1 Box of 100 Batteries	20-JUL-14	4	Not bad at all.	It's a battery. It powers my tea lights well. It lasts for a while. It arrived on time.
Canon PowerShot SX1IS 10 MP CMOS Digital Camera with 20x Wide Angle Optical Image Stabilized Zoom and 2.8-inch LCD	08-AUG-14	5	Great Camera! Most people just go with their phones ...	Great Camera! Most people just go with their phones these days, but I love having my camera.  I'm not a professional photographer by any means, so I'm still figuring out all this thing can do, but I'm always pleasantly surprised.  The pictures come out great, and it's very easy to use.
Canon PowerShot D10 12.1 MP Waterproof Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-Inch LCD	29-JUL-14	5	Five Stars	For the price of this camera it works great for pools and beach pictures!
Canon PowerShot D10 12.1 MP Waterproof Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-Inch LCD	04-AUG-14	4	but otherwise very useful camera that can get a little wet and still ...	As a former professional photographer I have a hard time not having a viewfinder, but otherwise very useful camera that can get a little wet and still work.
Fujifilm FinePix Z33WP 10 MP Waterproof Digital Camera with 3x Optical Zoom	23-JUL-14	5	Five Stars	Four year and still a great camera!!!
Fujifilm FinePix Z33WP 10 MP Waterproof Digital Camera with 3x Optical Zoom	25-JUL-14	4	My favorite!	I've owned about 4 digital cameras in my life and this Fujifilm Finepix Z33WP was my favorite. (Granted they were all cheaper cameras.)  I broke my Canon camera at the beach (with barely any moisture or sand) and I broke my Nikon camera in a mosh pit so I looked for a waterproof camera with a stable, non retracting lens. This Z33WP was perfect! It went in the ocean with me many times, in the swimming pool (I tested it to about 12ft depth), in the hot tub, the rain, the sprinkler, the snow, the river, the sink, even some waterfalls, EVERYWHERE I could use it underwater I did and it ALWAYS held up without leaking! I had this camera since Target started selling it in 2009 and it lasted me until yesterday (2014), about 5 years! I was hell on this camera, so I'd say its definitely durable! Sand never hurt it, dropping it on everything never hurt it (I never put it in a case & I lost the wrist strap so it fell a lot, not to mention EVERYTHING in my purse always breaks but this camera never did), I even lost it out of my pocket in the pouring rain once and found it about 6 hours later laying in swampy flooded grass in perfect working order! The battery always lasted me all day if I used it after a full overnight charge. It takes decent pictures, the only problems I had were in low light conditions with blurriness. I was surprised at the sound quality compared to any other digital camera I've had, it was weird how much better everything sounded. From my fiance's acoustic and electric guitar jams, to louder live performances like concerts and rave events, even underwater videos of my niece yelling "Marco Polo". This camera had good sound quality in every tone, volume, and setting/climate/environment. It was a lot better than I thought it would be. Sometimes the flash is too bright up close and in low light (without flash) it can be too dark and blurry but with decent light it is good quality. It has a decent zoom and takes good quality magnified shots. The only otherissues I ever had with it were that the battery cover piece on the camera wore and cracked over time, and I cracked the screen somehow (small 1/2 inch crack on edge of screen) but the camera still never retained water or had any difficulties. Picture perfect ;)  After 5 years I broke it beyond repair but I am assuming normal people aren't as hard on digital cameras as me :P. Overall, it was a sturdy camera that does what it says and does it pretty well. I think it was worth every penny paid. Good starter camera for responsible teens.
Canon PowerShot SD960IS 12.1 MP Digital Camera with 4x Wide Angle Optical Image Stabilized Zoom and 2.8-inch LCD	17-JUL-14	3	Great product, but quit working shortly after warranty period expired.	It was great while it worked, unfortunately it didn't last very long. Camera broke not too long after the warranty period had expired.  I bought a different brand from Costco that is exceeding my expectations.  I doubt I will buy another Sony product. I had the same thing happen with a Sony Camcorder that ended up developing an issue with the auto focus just after the warranty expired.
Canon PowerShot SD960IS 12.1 MP Digital Camera with 4x Wide Angle Optical Image Stabilized Zoom and 2.8-inch LCD	07-AUG-14	5	PRODUCT WONDERFUL ! It is Amazon that sucks	The product was wonderful, and in the future I will by-pass Amazon and go directly to the source to purchase the item but I will never again buy from Amazon. This is a totally user unfriendly company with no practical way to contact them personally when there is a problem with one's account. try it your self-If you have a problem, see if you can find how to call them.. Their sign in and account software is set up to discriminate against foreigners. For example, I went to log in from my residence in another country, was recognized as being on a different computer than the last time, and then asked security questions regarding  my account that I was unable to answer, as the questions asked were about my past credit cards and telephone numbers. Sorry I change them and move a lot, and cannot always remember 6 year old information. Most other more sophisticated sites, set up by people with more intelligence ask questions such as your first pet's name. Well you only have ONE first pet. Cannot forget certain things . I my case, I have had several accounts, and after failing , I was blocked by their computer, and could NEVER get back in , despite trying their online chat with a useless first day on the job employee named Gercel, and unable to talk with anyone knowledgeable on their toll free number that by the way I could only obtain through a google search, NOT on their own web site. So, Amazon, if you don't want me as a customer you have succeeded.  NO more for me , and I WILL tell my friends.
Canon PowerShot SD780IS 12.1 MP Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-inch LCD	24-JUL-14	5	5 years old and still as good as new	I bought this camera in 2009 when it first came out.  I am no photographer, just someone who likes good quality pictures/videos.  Mostly of my kids activities.  As for pictures, the SD780 nails it almost every time.  Low light, bright light, action shots no problem.  The videos are just as good as I have not touched my very nice Canon camcorder in years.  My iPhone takes ok spur of the moment photos but when I know a photo op is going to occur I grab my PowerShot.  It has been exposed to all sorts of weather elements, beaches, dust, etc and is as good as the day as I bought it.
Canon PowerShot SD780IS 12.1 MP Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-inch LCD	26-JUL-14	5	Five Stars	Great little camera.  Still use it.
Canon PowerShot SD780IS 12.1 MP Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-inch LCD	26-JUL-14	4	appears to work very well like my other two Canon Cameras	Purchased as a gift, appears to work very well like my other two Canon Cameras. Good quality and price.
Canon PowerShot SD780IS 12.1 MP Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-inch LCD	01-AUG-14	5	Five Stars	This camera is a great little piece to keep in a travel bag. Nice photos and easy to use
Canon PowerShot SD780IS 12.1 MP Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-inch LCD	02-AUG-14	5	Canon PowerShot SD780 IS	I bought the Canon PowerShot SD780IS camera and was amazed at its performance, for Canon's smallest camera.. I bought a refurbished camera and it was in good shape, then bought another one to carry with me all the time.. The camera's are a few years old, but still work as new.
Canon PowerShot SD1200IS 10 MP Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-inch LCD	08-AUG-14	4	Good camera but pictures fuzzy if you don't have flash ...	Good camera but pictures fuzzy if you don't have flash on - but then on some pics flash ruins the light of the pic.
Canon PowerShot A1100IS 12.1 MP Digital Camera with 4x Optical Image Stabilized Zoom and 2.5-inch LCD	13-JUL-14	5	Five Stars	Good camera for its price.  Still use it when don't want to carry larger cameras.
Canon PowerShot A1100IS 12.1 MP Digital Camera with 4x Optical Image Stabilized Zoom and 2.5-inch LCD	31-JUL-14	5	Outstanding Compact Travel Camera!	This is a great little travel camera.  I like that it has both a video screen and an eye-level viewer, which works so much better in bright sunlight.  I also like that it uses replaceable AA batteries.  As someone who has traveled all over the world, I know how frustrating it can be to have rechargeable batteries die just when great photo opportunities occur.  AA batteries are available just about everywhere.  It also uses the standard SD card.  There's really no excuse for running out of storage capacity or power with this little jewel of a compact camera.  I own professional digital camera equipment but often let this little guy handle the routine assignments.
Canon PowerShot A1100IS 12.1 MP Digital Camera with 4x Optical Image Stabilized Zoom and 2.5-inch LCD	04-AUG-14	5	Good value and good seller	Camera arrived as promised and with everything listed.  Everything works fine.  Great deal.
Sony Cybershot DSC-S950 10MP Digital Camera with 4x Optical Zoom with Super Steady Shot Image Stabilization	01-AUG-14	5	Great product	Exceeded my expectations, high quality pictures, long battery life, easy use, only issue I saw was red eye but that is the least of my worries lol
Sony Cybershot DSC-HX1 9.1MP 20x Optical Zoom Digital Camera with Super Steady Shot Image Stabilization and 3.0 Inch LCD	12-AUG-14	5	Almost 4 years later, going strong!	I didn't buy it on Amazon, but I LOVE it! The battery cover fell off about a year ago but everything else still works great. I have kids so everyday is a Kodak moment. In this case a "Sony Moment"
Intova CP9 9 Megapixel Compact Camera (Refurbished)	31-JUL-14	1	Junk!!!	Piece of Junk!  This was a new camera (not refurbished) I received as  a present, and it's only been used once.  Battery cover broke the second time I opened it, to replace the batteries. Camera still works when in the UW housing, but not as stand alone camera-the batteries fall out.. As an aside,  None of my rechargeable AAA batteries (Powerex, Enercell, and Duracell)  fit the housing.
Olympus FE-20 8MP Digital Camera (Silver) - REFURBISHED	10-AUG-14	2	When I received it the camera was in okay shape ...	When I received it the camera was in okay shape (it is a refurbished phone). I needed to return it because I had difficulty finding a memory card for it. Olympus makes its own kind and given how old the camera is its difficult to find. The company is very responsive and refunded my money problem.
Polaroid 9.0MP Compact Digital Camera - Orange	10-AUG-14	3	I bought this for my 3-year-old to take pictures with ...	I bought this for my 3-year-old to take pictures with. She can operate it fairly well. All her pictures are blurry and have thumbs in them. "But she's 3, what did you expect?" I hear you. However, even when an adult uses this camera .  all the pictures are blurry and have thumbs in them.
Panasonic Lumix DMC-ZS3 10MP Digital Camera with 12x Wide Angle MEGA Optical Image Stabilized Zoom and 3 inch LCD	31-JUL-14	5	A most excellent camera.	This is an EXCELLENT camera! It takes great photos with all of the camera adjustments that a photographer could possibly need, and it's compact (a true requirement of mine, because though I enjoy photography, if the camera is bulky I may not take it on all of the possible adventures that I may experience).. The video is easily shot and good quality. Once you learn the camera a video can be rolling in a few seconds from the camera being off.. I've had this camera for a few years now. It's been to Kauai a few times, and all over the South-Western U.S. I find it to be an excellent instrument for capturing life's events.. When the wife and I need our photo taken and ask a stranger to do so, they always exclaim "Wow! This is a nice camera.". Always. And it truly is.
Panasonic Lumix DMC-ZS3 10MP Digital Camera with 12x Wide Angle MEGA Optical Image Stabilized Zoom and 3 inch LCD	09-AUG-14	4	Camera is great, cable is crazy	Great camera, but it is endlessly irritating that they decided to use a proprietary connector to charge the camera, with standard USB on one end and a unique size connector on the other.  Why do they force me to carry YET ANOTHER cable?
Net 10 LG 600G Prepaid Phone	16-JUL-14	5	Five Stars	It was good to me.
Canon PowerShot D10 12.1 MP Waterproof Digital Camera + 8GB Deluxe Accessory Kit	13-JUL-14	5	Great product - may be a bit outdated as far as megapixels today but underwater is excellant	love this camera, used it underwater, above water and beyond
Vivitar Vivicam V8018ST 8.1MP Digital Camera - Red	30-JUL-14	3	Three Stars	I think I returned that. Not sure.
Fujifilm Finepix F70EXR 10MP Super CCD Digital Camera with 10x Optical Dual Image Stabilized Zoom and 2.7 inch LCD	03-AUG-14	4	Four Stars	GPS locator would help
Panasonic Lumix DMC-FP8 12.1MP Digital Camera with 4.6x POWER Optical Image Stabilized Zoom and 2.7 inch LCD (Black)	10-AUG-14	2	disappointment	I am very disappointed with this camera, the pictures always come out bad, especially close-up pictures. The colors are wrong, and images are grainy on the highest resolution even with the best light.
Panasonic Lumix DMC-ZR1 12.1MP Digital Camera with 8x POWER Optical Image Stabilized Zoom and 2.7 inch LCD (Black)	24-JUL-14	3	This is probably a pretty good camera but it didn't come with a user's ...	This is probably a pretty good camera but it didn't come with a user's manual (I bought from an individual) so I went to the Panasonic website to see if I could download one.  When I type in the model number - tried several different ways to type it -  it just says "not found."  Panasonic has no "Contact Us" link; absolutely no way to contact customer support - if they even have one.  You are just on your own!  I gave this camera 3 stars because I am familiar with Panasonic cameras and they generally take good pictures; however, if you actually expect customer support for a $300 camera, I suggest you look elsewhere.
Kodak Easyshare C190 Digital Camera (Red)	05-AUG-14	5	Fits in the palm of my hand and takes very good quality pictures	SInce I keep dropping cameras and breaking them, this inexpensive item fits the bill for me.  I am familiar with the KODAK line so simple to use.  Fits in the palm of my hand and takes very good quality pictures. I'm a happy camper.
Polaroid CAA-330RC 3.0 MP Digital Camera with 1.5-Inch LCD (Red)	26-JUL-14	4	It's a great camera. The only negative comment I have is ...	It's a great camera. The only negative comment I have is it's not user friendly when trying to transfer pics via-wifi.
Canon PowerShot SX20IS 12.1MP Digital Camera with 20x Wide Angle Optical Image Stabilized Zoom and 2.5-Inch Articulating LCD	19-JUL-14	5	Five Stars	Great compact camera for travel. It does it all, including HD video.
Canon PowerShot SX20IS 12.1MP Digital Camera with 20x Wide Angle Optical Image Stabilized Zoom and 2.5-Inch Articulating LCD	27-JUL-14	5	GREAT FOR FILMING YOURSELF	We've had this camera for years, and we love it!. We especially wanted a camera with a fold out view finder,. so that we can see ourselves as we make videos for youtube.. High definition!. Highly Recommend!
Canon PowerShot SX20IS 12.1MP Digital Camera with 20x Wide Angle Optical Image Stabilized Zoom and 2.5-Inch Articulating LCD	30-JUL-14	5	If your a world traveler like I am this is a must have one	A true outstanding camera.!! If your a world traveler like I am this is a must have one. Try find lithium battery for it outside the USA for the SX30 or above. One can find AA battery's almost anyplace for the SX20. Ive been using 35mm cameras since the 60's and this one im happy im not useing a 35mm any longer or having to lug a zillion costly heavy bulky lenses as this one meets my needs and i bet most everyone's. 
Canon PowerShot SX20IS 12.1MP Digital Camera with 20x Wide Angle Optical Image Stabilized Zoom and 2.5-Inch Articulating LCD	10-AUG-14	5	One of the best cameras available	Exactly what I hoped and shopped for.  It was as advertised and I really appreciate the price.  I took it to a camera shop for a lens cap and was told this particular model has special features not even available on new cameras by Canon.  Fantastic!!!!!
Canon PowerShot S90 10MP Digital Camera with 3.8x Wide Angle Optical Image Stabilized Zoom and 3-Inch LCD	28-JUL-14	4	This camera rocks!	I am so, so, so happy to have found  this slightly used camera to replace the one I broke. The S90 is an amazing product and this seller was honest about its condition. I feel very lucky!
Canon PowerShot SD940IS 12.1MP Digital Camera with 4x Wide Angle Optical Image Stabilized Zoom and 2.7-inch LCD	01-AUG-14	5	Five Stars	Came on time and works great.
Nikon Coolpix S Series Leather Case + 8GB Gigabyte SD Secure Digital Memory Card + Accessory Kit	23-JUL-14	5	Five Stars	so fasted i like it
Leica M9 18MP Digital Range Finder Camera (Black, Body Only)	15-JUL-14	1	If you spent $6k on this, you definitely have more money than brains.	Easily summed up. This $6,000 Leica M9 is inferior in every respect to any other camera system costing $6,000. There's nothing more to say.
Leica M9 18MP Digital Range Finder Camera (Black, Body Only)	07-AUG-14	4	Transitioning to the M9	I'm obviously a bit late to the party here, but I needed to wait for the price of an M9 to begin to return to earth before making my purchase.  I'll talk about this camera from the perspective of someone coming from an M6, and hope to address some questions or concerns others may have when deciding to make the jump from a film to a digital Leica M.. The camera is very close in weight to the M6, and the build quality feels similar as well.  The main thing you will notice right away is that the M9 is thicker than the M6.  It is noticeable, and when handling the two cameras side by side I prefer the smaller M6, however in practice I have found that I don't really care about the added thickness when I am out shooting.. The M9 has a larger shutter speed dial similar to the TTL version of the M6.  I will admit that this does handle better than the smaller dial on the classic M6.  The frame line preview works as before, and the finder is mostly similar to the M6, with some slight changes to the frame lines and a slightly different light meter with a dot between the opposing arrows that indicate over or under exposure.  None of these changes are problematic, as far as I am concerned.. The only other significant difference you will notice is the way the shutter button responds to pressure.  The M6 has a two stage button; half press to meter, full press to fire.  The M9 is a three stage, and can be configured to operate in several different ways.  The standard setup is you activate the meter with the first stage, lock the exposure with the second stage, full press to fire.  This can be changed in several ways, primarily by engaging the "soft" release function which trips the shutter at the second stage.  You may find you prefer this setup if you do not use the aperture priority function, and therefore have no need to lock the exposure.  In addition to the soft function, there is a "discrete" mode in which the shutter does not re-cock until you remove your finger from the shutter button.  I have found that I like this mode very much, as it allows you to take the photo with minimal noise and then lower the camera before re-cocking the shutter, which makes a brief whirring sound.. A note about that whirring sound:  In my opinion, it is the only mechanical function of this camera that could use improvement.  Quite frankly the sound is annoying, and doesn't sound like a Leica should sound.  Perhaps that's a ridiculous thing to say, but I am pretty sure if you are coming from a film M you will feel the same way.  The smooth film advance has been replaced by a whirring noise.  It's not the end of the world.  I'll get over it.. As far as the electronics are concerned, they're spartan and good enough.  The LCD is lousy by today's standards.  ISO can be changed easily by pressing the ISO button and turning the command wheel.  You can check your battery life easily, and battery life is relatively good.  The menu system is simple to negotiate; there aren't a lot of extraneous setting to fiddle around with, thank goodness.  The blown highlight/shadow indicators in the image review are accurate and helpful.  Frankly, you will likely set this camera up the way you want it, and then ignore the menu system most of the time.  Most electronic interaction is then limited to changing ISO on occasion (if you don't use auto-ISO) and checking your battery.  DNG files are fairly slow to write to the card, taking maybe 5 seconds per image.  You may run into the buffer if you shoot very quickly; I rarely have this problem.  The electronics thankfully do not really interfere with the overall shooting experience.. Image quality is a double edged sword.  This sensor likes to have some light, but not too much.  Highlight recovery isn't as good as a modern day DSLR.  Watch out you don't blow your highlights too badly.  when they're gone, they're gone.  There can also be some strange artifacting around badlyblown areas.  (The center-weighted meter is very sensitive to highlights, I suspect for this reason.)  High ISO performance isn't wonderful either.  Frankly, I've mostly kept the M9 at ISO 800 or below, occasionally going to 1600.  This is good enough for me, but I admit I wouldn't complain if it were better!  Those used to shooting at 6400 on a current DSLR may find the performance lacking in this regard.  When used within its limitations, however, the M9 files are absolutely wonderful.  They record an amazing amount of detail; I have more or less refrained from adding any sharpening to the DNG files in post-processing.  They convert to black and white very well, which was of primary importance for me, making very nicely toned, rich black and white conversions.  I almost never work in color so I will refrain from commenting on the quality of the colors out of the M9.. If you are considering making the switch from an M6 or other film M, I think you will be happy with the M9.  You'll likely wish for an improvement in the sound of the shutter cocking, but otherwise you can pickup the M9 and basically shoot with it as you would a film M.  If you have not used a Leica and are wondering if a rangefinder is for you, I would strongly recommend picking up a used film M with a 35 or 50mm lens and living with it for six months or so to determine whether or not a rangefinder system is right for you.
HP CB350 12MP 3X Zoom Digital Camera Black	16-JUL-14	5	Five Stars	All items highly satisfactory.
