Product	Date_Posted	Star_Rating	Title	Review_Text
Cami Camisole Built in Shelf BRA Adjustable Spaghetti Strap Tank Top	05-AUG-14	4	Perfect length for what I was looking for	Perfect length for what I was looking for.  The material is not as stretchy as my other camis, but I prefer it that way so it won't stretch out as quickly as they have.  Will be buying more in other colors as well as another white.
Cami Camisole Built in Shelf BRA Adjustable Spaghetti Strap Tank Top	07-AUG-14	3	Needed to buy two sizes bigger than normal	Ordinarily I buy a small but this cami runs smaller than normal.  I ended up buying a large which fits fine.
Cami Camisole Built in Shelf BRA Adjustable Spaghetti Strap Tank Top	10-AUG-14	5	No complaints!	Good fit. I got a medium.  I'm 5'8", 132 pounds, 34B, 27" waist. Length was between hip bones and crotch. Shelf bra is same fabric as cami with typical elastic.  95 cotton 5 spandex, so  it's stretchy and shouldn't fade quickly. It is form fitting but not tight. Color as expected.
Cami Camisole Built in Shelf BRA Adjustable Spaghetti Strap Tank Top	10-AUG-14	3	Three colors, three different fits	Ordered three colors and all fit a little differently. The bra was way too small, but I cut it out since I'm only wearing for sleep. I'm a petite and wear a 34-36 C or D depending on bra.
Cami Camisole Built in Shelf BRA Adjustable Spaghetti Strap Tank Top	11-AUG-14	5	I'd buy again	I'm so happy with this product!!!!! It's pretty thin and I still have to wear a bra with it, but it's really soft and fits comfortably. Not to mention it arrived three days earlier than the expected arrival date!!!!!!. I should mention that sometimes I have to wear an extra large, and I ordered a large. It probably would be a tad big on those who normally wear this size.. NOTE: it looks really small straight out of the package. TRY IT ON. It's not as tiny as it at first looks.
Cami Camisole Built in Shelf BRA Adjustable Spaghetti Strap Tank Top	12-AUG-14	1	Waste of $	Although the size said large was it for juniors?  This is not a woman's large. Waste of $.  It would cost more to eend it back.
Walls Girls 56750 Western Long Sleeved Twill Cotton Pearl Snap Shirt	29-JUL-14	5	Five Stars	great shirt! Thank you!
eVogues Plus size Glitter print Necklace accented O-ring strap top	22-JUL-14	4	Great shirt	Its a great date or girls night out shirt!
eVogues Plus size Glitter print Necklace accented O-ring strap top	30-JUL-14	5	Five Stars	I love this shirt
eVogues Plus size Glitter print Necklace accented O-ring strap top	07-AUG-14	5	Great top	Looks and fits great. will make a nice top to wear casual, out on the town or formal.
Tank Top With Built-In Bra - Solid Tank Top	09-AUG-14	2	icky material	The material is fakey polyester and the sizing is short.
Robert J. Clancey Women's Hibiscus Hawaiian Aloha Cotton Shirt	28-JUL-14	5	Cool Shirts	Just as described AAA+
Cactus Bay Apparel, Rhinestones, Crew Neck, Brown Cotton Top - Indian Pony	09-AUG-14	3	Rather disappointed, but not worth the shipping charges to send ...	Feels smaller than expected and I have several shirts of this brand.  Color also is much darker than the one on amazon. Rather disappointed, but not worth the shipping charges to send it back
Port Authority Women's Stretch Cotton 3/4 Sleeve Shirt	29-JUL-14	5	This top will make a nice neutral addition to any wardrobe	This top will make a nice neutral addition to any wardrobe. I feel self-conscious when I wear anything but a 3/4 sleeve top to work and this gives a totally professional look to any outfit.
Ladies Black Tank Top with Racerback, Cotton Spandex	17-JUL-14	3	Doesn't fit well.	I wear this around the house because it's much too large.
Dickies 1254 Women's Button-Down Traditional Fit Short Sleeve Oxford Shirt	19-JUL-14	5	Great work shirt for food service	Bought this for my daughter to wear to work at the IHOP and it works out perfectly. Washes and dries nicely. Fit true to size.
Dickies 1254 Women's Button-Down Traditional Fit Short Sleeve Oxford Shirt	25-JUL-14	5	... these days for women that does not have those horrible seams down the front and chest tapered side seams ...	It's difficult to find a shirt these days for women that does not have those horrible seams down the front  and chest tapered side seams that never fit right. That is why I love these shirts!
Dickies 1254 Women's Button-Down Traditional Fit Short Sleeve Oxford Shirt	10-AUG-14	5	great workshirt- with a pocket!	Difficult to find a button down for ladies with a pocket, this one worked.. Ordered a large , and should have went for an xl as it's a bit snug, and I like a little extra room. But other than that I'd buy again since the material is good quality and had quick delivery.
Dickies 1254 Women's Button-Down Traditional Fit Short Sleeve Oxford Shirt	12-AUG-14	5	Great Work Shirt	Great shirt but no need to taper them as for a work shirt they need to be roomy.  Just a bit small thru the bust area.  Nice material and stays wrinkle free all day. I will be purchasing additional shirts and will recommend them to others where I work.
Hanes Perfect Stretch Cami White	12-AUG-14	5	LOVE	Got for for my wife and daughter. They both love it. Perfect under sheer tops. Will order more in any color available.
UltraSofts by National UltraSofts 3/4 Sleeve Knit Polo	25-JUL-14	5	High quality polo shirt.	I'd like to buy it in several colors,  I like it so well!
Harriton Ladies' 4.5 oz. Long-Sleeve Millennium Twill Shirt - White M520W L	30-JUL-14	5	Iron!	If you need a inexpensive white shirt to wear, this is it. If you hate ironing, you will not be happy with this product. I dislike wrinkles so I wear this one under sweaters. If you wear it with out a sweater you will need to use plenty of elbow grease and use a iron that puts out plenty of steam. And no, I have a great iron it's just the material the shirt is made out of.
Woolrich Women's Buffalo Check Flannel Shirt	11-AUG-14	5	You get what you pay for	Nice quality as I would have expected from Woolrich products, fit was right on, and best of all it was on sale.
Jungle Bird Women's Hawaiian Aloha Cotton Shirt - Magnum P.I. / Tom Selleck	24-JUL-14	2	Hawaiian shirt	I wanted extra room and to allow for some shrinkage during cleaning.  This shirt in size 2x gives you neither!  I estimate if is more along the lines of an extra large.  Very disappointed with the fit. Quality of the shirt , however, is great.
Melia Plumeria Women's Hawaiian Aloha Rayon Shirt	05-AUG-14	5	Fits nicely, pretty color and pattern	This fits nicely (no need for pinning gaps between buttons) and it is a very pretty shade of blue with yellow plumeria/green leaves. It also has a nice, silky feel to it. You do have to iron, but I don't mind ironing a few garments so no biggie. Can't wait to wear it in Hawaii this month! : )
Devon & Jones D555W Ladies Five-Star Performance Twill	16-JUL-14	5	Perfect fit	I didn't have any problems with this shirt. It fit perfectly and it's long enough to tuck in to where the back won't rise up when you have to move around a lot. The fabric is ok and not itchy or hot, not for me at least.
Devon & Jones D555W Ladies Five-Star Performance Twill	17-JUL-14	5	Five Stars	I am super satisfied the blouse fit perfectly and I love the quality
Devon & Jones D555W Ladies Five-Star Performance Twill	18-JUL-14	5	Love it!	Perfect fit! It was scratchy at first. Washed and ironed it and the scratchy went away!
Devon & Jones D555W Ladies Five-Star Performance Twill	19-JUL-14	5	Devon & Jones Women's Long Sleeve Shirt	I like these shirts that I ordered five more.  These fit like tailored shirts, which I love.  I do not see these in my local stores.  And they came in a variety of wonderful colors. And the price was remarkably low. I wrote the red shirt last week and co-workers loved the color and fit.  Thank you Devon & Jones.
Devon & Jones D555W Ladies Five-Star Performance Twill	25-JUL-14	5	Amazing work shirt!	I love love love this shirt! It was cheap, and the red is such a vibrant, beautiful red. I have to buy a lot of shirts like this one because it is part of my uniform as a server. As a server, we have to constantly wash our hands. This is the only shirt out of over ten I own that seems to repel water. I'm a bit on the shorter side (about 5'4") so almost all sleeves are long on me. With that, all of my shirts are wet at the sleeves from washing my hands constantly. But, with this shirt, water bounces off it, and that is a major plus because it is embarrassing when you go to a table and you have wet sleeves haha. It doesn't look great to the customers I'm sure. I highly recommend this particular shirt!!
Devon & Jones D555W Ladies Five-Star Performance Twill	01-AUG-14	2	Two Stars	It's not the same size as i expected plus color isn't as appropriate as it looks online
Devon & Jones D555W Ladies Five-Star Performance Twill	04-AUG-14	4	Four Stars	I love the blouse, but when washed. It was to small
Devon & Jones D555W Ladies Five-Star Performance Twill	08-AUG-14	5	Both pretty cool and fit as expected	I already have two of these, the blue and the red. Both pretty cool and fit as expected.
Devon & Jones D555W Ladies Five-Star Performance Twill	13-AUG-14	5	Great Shirt!	This top is wonderful to wear. You just feel good in it. It fits correctly in all the right places, very comfortable!
Ladies' Long-Sleeve Twill Shirt with Stain-Release - SUNRAY YELLOW - S Ladies'	16-JUL-14	5	This was perfect for the job requirement being met as part of ...	This was perfect for the job requirement being met as part of a uniform. They wash well and wear well. They do not show stains either.
Devon & Jones Women's Stretch Sateen Blouse Shirt	28-JUL-14	4	beautiful color.	This is a nice, high quality blouse.  It is large on me, and I am trying to shrink it.  I can always wear it over a tank top or tee shirt.
Devon & Jones Women's Stretch Sateen Blouse Shirt	28-JUL-14	5	Great blouse for the money!!!	This is a lovely blouse with nice fabric. I wore it once. just laundered it. will need pressing.  I wear a large and ordered a large and it fit nicely.  Hope it didn't shrink. 
Devon & Jones D670W Ladies Isla Camp Shirt	03-AUG-14	3	Less expensive doesn't mean it will fit great	Gave it to a friend.
Devon & Jones D670W Ladies Isla Camp Shirt	07-AUG-14	1	What Shirt???!!!!	It's way too small. it's non existent. It never came!!!
UltraClub Women's Classic Wrinkle-Free Oxford Shirt	01-AUG-14	5	Five Stars	Love these shirts and wish they came with patterns and prints
Teez-Her The Skinny Shaper Tank	21-JUL-14	1	Love it made real good fits perfect	I have ordered 3 of these love them for winter helps keep you warm
Teez-Her The Skinny Shaper Tank	22-JUL-14	5	Perfect	True to size color and fit
Teez-Her The Skinny Shaper Tank	26-JUL-14	5	This was very comfortable, but a little too large to do much ...	Have I lost weight?!  This was very comfortable, but a little too large to do much shaping.  Ordered in a large
Teez-Her The Skinny Shaper Tank	30-JUL-14	5	Five Stars	Love these shapers, can't find them in stores. recommend 100%
Teez-Her The Skinny Shaper Tank	11-AUG-14	5	Nice and snug!	LOVE this tank top! The bottom stays snug to your clothes because of the built in rubbery grip and doesn't ride up. Smooth and tight. Made a huge difference when I put it on as a under tank. Definitely noticed my waist looking smaller. Also the neckline is low enough to not show under your shirts but not too low that your cleavage is crazy. One thing tho, it does not restrict around your chest so your chest will fit in freely because the material is a bit looser up there to let the girls breathe, but I imagine that if you're flat or small chested it might be baggy up there. Not sure. Fits great on me tho and I'm so happy with the purchase!
	21-JUL-14	4	Heavy	Love the style, however the fabric is on the heavy side for me!
Harvard Square Ladies' 60/40 Cotton/Poly Long Sleeve Oxford Dress Shirt	13-AUG-14	3	Three Stars	It was larger than I expected.
American Apparel Women's Pinpoint Oxford Short Sleeve Button-Down with Pocket	25-JUL-14	1	One Star	The item shipped was a men's style shirt!
Maggie's Organic Cotton Camisole	25-JUL-14	4	but it fits well & the fabric is great, so I'll wear them	I expected to have a shelf bra in it!  That was disappointing, but it fits well & the fabric is great, so I'll wear them!
American Apparel Women's Cotton Spandex Jersey Tank Thong	19-JUL-14	2	NEED TO OFFER XL SIZES	This item fit barely, but a XL would've fit prefect, which Amazon doesn't offer.  Need to sale XL sizes, thousands of women would but this item!
American Apparel Women's Cotton Spandex Jersey Tank Thong	20-JUL-14	3	its fine and fits as expected - small is a small	Back is too high cut (yes, its a thong but it could be cut a little lower) for many body shapes.  Other than that, its fine and fits as expected - small is a small.
American Apparel Women's Cotton Spandex Jersey Tank Thong	30-JUL-14	5	Five Stars	Love it, & the product shipped faster than expected!
American Apparel Women's Cotton Spandex Jersey Tank Thong	31-JUL-14	3	High cut thong makes a booty look long	Note to potential buyers: Thong body suits only look good on you if you have a perfect/nearly perfect bubbly butt. The thong cut is very high so it makes you look like you have a very long booty. The v neck isn't too low and revealing as some have said,though I am a B up top. Good jersey quality. Super fast shipping even without Prime.
American Apparel Women's Cotton Spandex Jersey Tank Thong	03-AUG-14	4	This is a very hot leotard-though it did get a ...	This is a very hot leotard-though it did get a hole the first time I wore it (and was not doing anything crazy!) Since there is no returns on AA I will try and mend it myself. someday. when I get time. *sigh* I would probably purchase again though.
American Apparel Leaf Flower Lace Loose Tank	06-AUG-14	4	Four Stars	Good. I found it very good in quality. Thanks to Amazon for quick delivery
Devon & Jones Blue Ladies' Savile Patterned Dress Shirt - Multi Cabana Stripe D600W S	23-JUL-14	5	Great shirt for a sweet price	Great shirt for a sweet price. Would buy again, nice to have a pile of casual office shirts without breaking the bank.
Devon & Jones Blue Ladies' Savile Patterned Dress Shirt - Multi Cabana Stripe D600W S	31-JUL-14	3	Three Stars	Nothing special about the shirt. Regular quality, colorful, and it's ok.
Port Authority Women's Long Sleeve Easy Care Shirt	23-JUL-14	3	I am a bigger woman and so when I bought ...	I am a bigger woman and so when I bought the 2x, I naturally thought that there would be a bit more space. I was so wrong,I not only washed the shirt and it shrank, but the buttons kept unbuttoning which is not very flattering when you work around other people.
Port Authority Women's Long Sleeve Easy Care Shirt	25-JUL-14	5	... shirt fits as i expected it to which is great. The material is light and soft as well	The shirt fits as i expected it to which is great. The material is light and soft as well. I love it! And the shipping speed was faster than i expected as well. Great customer service also.
Port Authority Women's Long Sleeve Easy Care Shirt	29-JUL-14	5	great product!	It fit as expected, it was delivered promptly.. great product!
Port Authority Women's Wrinkle Resistance Shirt	13-JUL-14	5	Five Stars	The shirt looks great!
Port Authority Women's Short-Sleeve Easy Care Shirt, red/light stone, X-Large	22-JUL-14	5	I love it	Just what I wanted and the color is just like the picture.
eVogues Plus Size Sexy O-Ring Necklace Sleeveless Top	16-JUL-14	5	Very nice shirt but not right on sizes :(	I ordered the 3x and it fit like a regualr large shirt :( Is a very nice shirt but make sure you order bigger that you need and not for plus size women :(
eVogues Plus Size Sexy O-Ring Necklace Sleeveless Top	20-JUL-14	4	Four Stars	love the top!. but sizing is way off
eVogues Plus Size Sexy O-Ring Necklace Sleeveless Top	21-JUL-14	4	Pretty but too short	Comfortable and great fit with a standard bra (your straps don't show).  However, it needs to be a bit longer - even an inch or two would make the fit for us blg girls with tummies much better.
eVogues Plus Size Sexy O-Ring Necklace Sleeveless Top	23-JUL-14	1	Not a good purchase!	Don't buy it! Cheaply made! Super thin fabric, feels like a poorly "made in China" top. Not worth the price at all and like the other reviews say it's way too small! I would say the 3x is maybe a JR large.
eVogues Plus Size Sexy O-Ring Necklace Sleeveless Top	27-JUL-14	3	Nice shirt, but too many problems with it.	I only leave 3 stars for this shirt, as I had several problems with it; it fit very well, however, the main reason I bought the shirt was for the necklace that was attached to it; but the necklace was too short on one side, and it did not hang right; very odd; ended up having to take it off; also there were many, many long black strings on it everywhere, and I had to cut them all off; all-in-all just too much work for a new shirt, and I won't order it again.
eVogues Plus Size Sexy O-Ring Necklace Sleeveless Top	30-JUL-14	4	Four Stars	The top fit my well with the exception of the bust area.
eVogues Plus Size Sexy O-Ring Necklace Sleeveless Top	31-JUL-14	1	One Star	Ordered two sizes larger, still ridiculously small.
eVogues Plus Size Sexy O-Ring Necklace Sleeveless Top	01-AUG-14	2	Runs way small	Super cute shirt but the sizing is so far off. I saw the review that it runs small so ordered one size up, overnight shipped it for a party and turns out almost two sizes smaller than normal.  Very disappointing.
eVogues Plus Size Sexy O-Ring Necklace Sleeveless Top	02-AUG-14	5	my friend loved it for her birthday gift it fit really good ...	my friend loved it for her birthday gift it fit really good and looked stunning, Defiantly a shirt you can go out to some where nice or on a special occasion.
eVogues Plus Size Sexy O-Ring Necklace Sleeveless Top	10-AUG-14	1	Small and cheap looking.	The item was smaller than described.  Also, the glitter on the cups loozed cheap. I returned the item.
eVogues Plus Size Sexy O-Ring Necklace Sleeveless Top	11-AUG-14	3	Three Stars	Would like it better if it fit.
eVogues Plus Size Sexy O-Ring Necklace Sleeveless Top	12-AUG-14	1	One Star	Not a plus size top
eVogues Plus Size Sexy O-Ring Necklace Sleeveless Top	13-AUG-14	3	beautiful but short	Very beautiful shirt. I  liked the necklace that was included. The only downfall was it wasn't long enough for my turso (I'm 5'8 and mostly turso) and ran on the small size. Unfortunately had to return.
Tri-Mountain Women's Stain Resistant Button Down Collar Oxford Dress Shirt	18-JUL-14	5	good quality	this shirt is nice, the fit is somewhat large so make sure you order a size down. They have great customer service.
Tri-Mountain Women's Stain Resistant Button Down Collar Oxford Dress Shirt	28-JUL-14	4	Nice price	Ok little on the small scale
Tri-Mountain Women's Stain Resistant Button Down Collar Oxford Dress Shirt	31-JUL-14	4	... area and I'm a 36 DD but a very nice	very snug in the breast area and I'm a 36 DD but a very nice shirt
Tri-Mountain Women's Stain Resistant Classic Oxford Shirt	03-AUG-14	4	Four Stars	Good quality.  Great fitting
Tri-Mountain Women's Easy Care Stain Resistant Twill Dress Shirt	02-AUG-14	5	Love these shirts!!!	This shirt as well as the other colors are exactly what I have been looking for to wear to work as casual wear. I am 6'0 tall so I am constantly looking for tall sizes and these shirts fit as expected
Tri-Mountain Womens denim long sleeve shirt.	16-JUL-14	5	I love it. It's very comfortable	I wear this shirt every day to keep my skin covered due to a sun allergy. I love it. It's very comfortable.
Tri-Mountain Women's Tailored Fit Waffle-Weave Pattern Shirt	17-JUL-14	4	was disappointed with the clay color	Ordered three of the shirts, was disappointed with the clay color. It was more of a salmon color. Fits nicely, a little roomy, but has a tailored look. Fabric is super comfortable, irons well.
Tri-Mountain Women's Wrinkle Resistant Performance Dress Shirt	20-JUL-14	3	Three Stars	The color not what I expected.
Tri-Mountain Women's Wrinkle Resistant Performance Dress Shirt	31-JUL-14	4	Four Stars	very tight in the breast area and I'm only a 36DD
Tri-Mountain Women's Wrinkle Resistant Performance Dress Shirt	03-AUG-14	5	Tri Mountain SS Shirt	Absolutely excellent shirt- I plan to order 2 more!
Tri-Mountain Women's Wrinkle Resistant Performance Dress Shirt	06-AUG-14	3	Love the price !!	The shirts are just what I needed for work. They are just to long. I can't tuck them in or leave them out.
Tri-Mountain Women's Wrinkle Resistant Performance Dress Shirt	07-AUG-14	5	Awesome Shirt :D	Awesome shirt. I bought this shirt in another color too.. It doesn't wrinkle up at all. Just like it was advertised.. No more dryer drama. Love it. Fits perfectly.. Thank you for this awesome product.
Tri-Mountain Women's Flattering Fit Perfect Stretch Woven Shirt	21-JUL-14	5	Great shirt	I like the cut of the shirt and the 3/4 sleeves.  Full length sleeves bug me so the 3/4 are perfect.  Can wear it all seasons.
Tri-Mountain Women's Short Sleeve Stonewashed Denim Shirt,	23-JUL-14	1	Cheap!!	way too small for the size it was suppose to be.  Material was flimsy and cheap looking
Van Heusen 13V0110 Womens Wrinkle-Resistant Oxford - Corporate Blue - 2XL	15-JUL-14	5	Love all three	Bought three of these, in stripes (hard to find vertical tiny stripes), gray and light green. Love all three. Wash and wear no iron needed if taken out of dryer right away. Great cotton blend shirts.
Van Heusen 13V0110 Womens Wrinkle-Resistant Oxford - Corporate Blue - 2XL	21-JUL-14	3	Fit is SMALL	Nice shirt, runs small
Port Authority - Ladies 3/4-Sleeve Easy Care, Soil Resistant Shirt. L612	23-JUL-14	5	Five Stars	A bit larger than expected,but that's to be expected with shirts such as this one.
Port Authority - Ladies 3/4-Sleeve Easy Care, Soil Resistant Shirt. L612	13-AUG-14	2	I measured my bust line, but the size was ...	I measured my bust line, but the size was still too small, although the sizing chart assured I would receive the right fit : (
Van Heusen Ladies' Long-Sleeve Wrinkle-Resistant Oxford	15-JUL-14	5	Five Stars	Nice shirt. Can wear to work or out to play. Fit is perfect. Have purchased 2 already
Van Heusen Ladies' Long-Sleeve Wrinkle-Resistant Oxford	19-JUL-14	4	Four Stars	Was just as described, fit as expected, & delivered in reasonable length of time.
Van Heusen Ladies' Long-Sleeve Wrinkle-Resistant Oxford	24-JUL-14	5	I can always count on Van Heusen Oxford shirts. ...	I can always count on Van Heusen Oxford shirts . 60% cotton and 40% polyester !!! the only other Oxford shirt I wear is JC Penney but it is 40%cotton and 60% polyester  it needs less ironing but not as sharp looking.
Van Heusen Ladies' Long-Sleeve Wrinkle-Resistant Oxford	28-JUL-14	3	material is not what i hoped	needs ironing and hard to iron
Van Heusen Ladies Short Sleeve Wrinkle Resistant Oxford. 59850	01-AUG-14	3	Stiff fabric	This blouse fits a bit small. The fabric is a little too stiff, even after washing and drying.
Stretch Cotton Camisole Tank Top Junior Plus Size	28-JUL-14	5	Will buy these again.	Nice fitting cami for a long torso.
Foxcroft Wrinkle Free CVC Poplin 3/4 Sleeve Shirt, Shaped Fit, Misses Sizes 4-18	25-JUL-14	5	Foxcroft tops	I enjoy this brand because they truly are wrinkle free. This particular blouse can be worn for sporty attire and also for more dressy outfits.  It will stay looking fresh all day regardless of. activities.
UltraClub Womens Cabana Breeze Camp Shirt. 8981 - Large - Island Blue	22-JUL-14	5	Five Stars	the shirt is a beautiful color and fits just right
Silver Metallic Crochet Lace Tank Top	30-JUL-14	5	Very nice top! Fits great and very soft and flowy	Very nice top! Fits great and very soft and flowy. I got many compliments. Just long enough to cover lumps and bump on my midsection.
Orvis Women's Mockneck Interlock Tank / Mock-neck Interlock Tank	11-AUG-14	5	Fits great. 60/40 cotton/poly blend has a good weight and ...	I'm wearing it now over a pencil skirt and under a 3/4 sleeve sweater.  Fits great.  60/40 cotton/poly blend has a good weight and doesn't wrinkle.  Orvis quality at a good price.
Jessica London Women's Plus Size Poplin Shirt	31-JUL-14	5	Five Stars	Very nice, love it.
DanceNwear Women's Cotton/Lycra Tank Top Leotard	13-JUL-14	5	dancing with joy	I been looking every where for a leotard in my size that fits me well so I can take part in my prayer dance group at church.
DanceNwear Women's Cotton/Lycra Tank Top Leotard	25-JUL-14	5	Five Stars	Excellent fit and quality
Carhartt Women's Short Sleeve Gingham Shirt	13-JUL-14	3	Three Stars	Nice design but runs small.
Comfort Colors Womens Ringspun Garment-Dyed Tank Top	10-AUG-14	2	Two Stars	Shirt was way smaller than normal comfort colors. They would not exchange for larger size.
Chestnut Hill Women's Executive Performance Pinpoint Oxford Blouse - FAIRWAY GREEN CH620W M	15-JUL-14	4	Four Stars	Great product.  Doesn't wrinkle.  I would prefer if they were a bit more tailored fitting but overall happy.
eVogues Plus Size Off Shoulder Racer Back Tunic Top	11-AUG-14	5	It fit great.	I would have purchased a size smaller but after the reviews I got a size larger than normal, It fit great.
eVogues Plus Size Off Shoulder Racer Back Tunic Top	11-AUG-14	3	but love the	Arrived ontime, material very then,but love the style
Cuddl Duds Softech Plus Size Square Neck Lace Camisole	22-JUL-14	4	Would order again	Products are great, washed nicely, and comfortable
Cuddl Duds Softech Plus Size Square Neck Lace Camisole	09-AUG-14	5	Five Stars	Love this shirt. Beautiful material!
Fruit of the Loom Women 2-Pack Ribbed Cotton Tank	13-JUL-14	5	Great product	I got this because I was looking for a white one to go under a shirt that was not very heavy. I was surprised to learn they just pick randomly and that is how the color is. I probably should have read more about this product. With that being said, there was a black one which worked just fine. The fit is great and did not shrink when I washed them This is a product I would recommend.
Fruit of the Loom Women 2-Pack Ribbed Cotton Tank	25-JUL-14	1	I was disappointed with the fit and quality	I was disappointed with the fit and quality. They were different than the tee shirts I currently have, which I bought several ago from KMart, I was afraid the new ones may be different, but was keeping my fingers crossed that they'd be the same. Unfortunately, they are very different. The fabric is a lot thinner and the cut around the neck and arms are different. neck lower and armholes bigger. I can still use these for undershirts, but I really loved the way the old tanks fit and looked while wearing alone.
Chadwicks Voile Printed Tunic	07-AUG-14	1	One Star	shirt lasted one wash.  very cheaply made
Denim 24/7 Women's Plus Size Mirielle Embellished Tunic	09-AUG-14	5	Five Stars	This blouse is beautiful fit perfect and I love it
Roamans Women's Plus Size Flannel Plaid Bigshirt	14-JUL-14	5	Oh l love it. the print is great even my very ...	Oh l love it.  the print is great even my very youngest wondered if it was his. LOL
Roamans Women's Plus Size Flannel Plaid Bigshirt	23-JUL-14	5	pretty color	Material is so soft. Feels great on the skin. Very pretty blue.
Roamans Women's Plus Size Flannel Plaid Bigshirt	06-AUG-14	5	very comfortable and like that its long washes up nicely the ...	very comfortable and like that its long washes up nicely the color has not faded have washed it several times.
Roamans Women's Plus Size Flannel Plaid Bigshirt	13-AUG-14	5	fits perfect with enty room to	Prompt service, fits perfect with enty room to move
Denim 24/7 Women's Plus Size Angel Chiffon Camisole	14-JUL-14	4	It's an ok top	Beautiful top. I got the black. The bib section is gorgeous but definitely seems to fit a bit tight. I love the openness of the bottom and it helps hide my gut - i just wish it wasn't so tight on the top. Also, didn't expect it to be so scratchy and almost thick. Expected a light and breezy top. I've never noticed anything being see through though and asked my husband about it. He said no.
Denim 24/7 Women's Plus Size Angel Chiffon Camisole	24-JUL-14	5	Versatile beauty	Colors pull together many of the popular shades and, of course, basic black. Worn with black slacks and Roamans Crochet Trim Cardigan in pale ocean, the outfit received many compliments.
Denim 24/7 Women's Plus Size Angel Chiffon Camisole	28-JUL-14	1	One Star	This top is only snug up top.  The rest is very flowy and no where is it fitting.
Denim 24/7 Women's Plus Size Angel Chiffon Camisole	30-JUL-14	5	Angel wear for down-to-earth girls	Compliments every time I wear it. I bought this blouse for an Art en Blanc party where everyone must wear white. I needed something flowy to go with a beautiful white skirt. Since the party, I have worn this blouse paired with lots of different looks. It jazzes up jeans and looks equally appropriate under a blazer for the office. The white-on-white embroidery detail on the yoke lends a very feminine style to this top, and the chiffon body adds to the lightness of this angelic little blouse.  One more thing, and this is IMPORTANT: the armholes are just the right size.  I hate when you see the perfect sleeveless top and when you try it on, the armholes are way too low. You will not be disappointed with this top!
Roamans Women's Plus Size Crew Neck Long Sleeve Ultimate Tee	20-JUL-14	4	nice quality	nice quality cotton, shrank when I washed it, but ok, as I always buy a size larger when something is made from cotton. like the spandex part of this. 
Denim 24/7 Women's Plus Size Sequin Glam Tank	12-AUG-14	5	Wedding Reception Top	I am pairing this sequin tank with a sequin jacked for a late fall wedding. The fit is perfect, true to size.  The color is fabulous.  I highly recommend this for evening wear.
Woman Within Women's Plus Size Top, Tunic 3/4 Sleeves Chelsea Studio	19-JUL-14	5	it fits so well	its roomier than I thought it would be has great stretch and looks GREAT! so comfy!!! I will buy it in other colors
Woman Within Women's Plus Size Tunic Length Generous Fit Polo	11-AUG-14	2	SoCal purchase	This item was wider than it was tall. I ordered it for the length
Woman Within Women's Plus Size Tunic Length Generous Fit Polo	12-AUG-14	5	I love these shirts because they are long enough to make ...	I love these shirts because they are long enough to make me feel comfortable and they hold their length and shape after washing.
Roamans Women's Plus Size Kate Solid And Ombre Stripe Bigshirt	18-JUL-14	3	Nice	Would be 4 this is a GREAT all around plus size basic shirt. just felt a lil smaller than old 1xs I owned. I have many in different colors. overall fit is feminine and doesnt look like it came from a plus size catalog. Nice
Roamans Women's Plus Size Kate Solid And Ombre Stripe Bigshirt	27-JUL-14	4	Four Stars	IT FITS WELL AND LOOKS PRETTY GOOD
Roamans Women's Plus Size Kate Solid And Ombre Stripe Bigshirt	31-JUL-14	1	Fraud	Biggest fraud Ive found on Amazon in 10 years. I am a size 10/12 & 166 lbs & this is not a plus size shirt let alone be considered a womans big shirt. DO NOT! Consider this picture as the shirt your gonna get. Arrive w/buttons hanging on by threads, sleeves way too short for adult size 10/12 women and made out of flimsy cheap material. FYI Seller is deducting $7.50 from refund price when Amazon already enclosed (free!) no postage due return label.
Roamans Women's Plus Size Angelina Tunic	21-JUL-14	5	Great transformation	For men who cross dress this shirt is the best. I wear mine with just a pair of black leggings and I,m ready to go out on the town. The shirt is long enough to cover what I need covered and that's important. Do order a size down , they are a little big. Comfortable, sexy, colorful I will buy more.
Roamans Women's Plus Size Angelina Tunic	21-JUL-14	5	Five Stars	Love the fabric, fits well,combination of blues is nice
Roamans Women's Plus Size Angelina Tunic	25-JUL-14	1	Shapeless and colors WAY off	My computer screen matched all the other colors this company put out, but this shirt did not look the same. The colors were darker--definitely not bright like the model is wearing. Plus it was way too big, and looked horrible. Back it went.
Roamans Women's Plus Size Angelina Tunic	29-JUL-14	5	I love the blue...	I was a little surprised with this shirt-  the levels of light blue blending into the dark designs of blue.  It is very cool and comfortable for the southern heat of the day. It washed and dried very well: hung it on the rack indoors to dry in the kitchen at night and put in the dryer after it dried for a few minutes to press it out and hung it up. It looked like new.
Roamans Women's Plus Size Corduroy Bigshirt	14-JUL-14	5	Five Stars	I just love this heavy bug shirt and wear it as a winter coat.
Roamans Women's Plus Size Kate Bigshirt	28-JUL-14	4	Four Stars	I like the shirt but it is a little to big for me.
Roamans Women's Plus Size Kate Bigshirt	28-JUL-14	3	Big shirt	It's different. Pretty also.  If your looking for comfort, this is the shirt.
Roamans Women's Plus Size Kate Bigshirt	31-JUL-14	4	Amazon Shopping	I love shopping Amazon. It is convenient and the products are of very good quality. I have purchased refurbished items and have been very satisfied with them.
