Product	Date_Posted	Star_Rating	Title	Review_Text
Assassin's Apprentice: The Farseer Trilogy Book 1	04-AUG-14	3	Where's my Whelan cover art?	I love Robin Hobb's writing and this is one of my favorite books - but I am absolutely appalled that they pulled the original cover art by Michael Whelan in favor of the new cover of the young man in the blue cloak. Yeccch.
Assassin's Apprentice: The Farseer Trilogy Book 1	04-AUG-14	5	I enjoyed this new story line in SFF that I bought ...	I enjoyed this new story line  in SFF that I bought the second book in this series in The Farseer Trilogy.
Assassin's Apprentice: The Farseer Trilogy Book 1	04-AUG-14	5	Five Stars	Great story, Hobb is a good writer in this genre.
Assassin's Apprentice: The Farseer Trilogy Book 1	05-AUG-14	5	A fine epic fantasy	Reading this book after many years, I am again taken not only by the quality of world-building but by the intricacies of the plot.  Hobb made wonderful use out of the "Royal bastard" plot device long before anyone ever learned that "Winter is coming!", showing the opposite aspect of the same coin: rather than push the bastard out of sight, who hold him close.. If you haven't read Robin Hobb, I envy you the opportunity to do so for the first time.  If you have, this is an opportunity to re-read an excellent piece of fantasy.
Assassin's Apprentice: The Farseer Trilogy Book 1	06-AUG-14	3	Three Stars	No action and very slow plot.  Needs more drama.
Assassin's Apprentice: The Farseer Trilogy Book 1	07-AUG-14	5	excellent read	Very human, the storytelling is superb. I am recommending this to all my friends who enjoyed the Game of Thrones series
Assassin's Apprentice: The Farseer Trilogy Book 1	07-AUG-14	2	Hopeless waste of time	The plot was extremely boring, there was hardly enough dialogue, too much retrospect narration, and the continued vibe was outrageously negative. I think I kept reading because it simply provided an excuse when I should have been doing more useful things. I also kept reading because I hoped someday, SOMETHING GOOD would happen. I literally cannot believe there are 464 pages about a boy who is mistreated, neglected, abused, lonely, angry, betrayed, outcast, confused etc and nothing good ever happens. Ever. And there are too many unexplained "mysteries." I get that it is a trilogy but there are much better ways to get a reader to move onto the next book. I'm warning you all, don't waste your time.
Assassin's Apprentice: The Farseer Trilogy Book 1	10-AUG-14	5	Rich immersive story	Fitz is the bastard son of the beloved king in waiting. Fitz is quickly cast aside and given to the stable master to raise. Preparing for the future, the king decides to have Fitz trained as an assassin and tested for a magical ability passed through the bloodline. With a new threat to the kingdom and power plays constantly in motion, Fitz has numerous opportunities to implement his new skills but he soon ends up becoming a target himself. This is the first book in the Farseer trilogy.. Assassin's Apprentice is a memorable fantasy novel with rich descriptions. It has an interesting narration where at the beginning of each chapter there is the sense of a much older Fitz relaying the story before quickly settling into the younger perspective. The story unfolds gradually through interlaced storlines that follow Fitz from childhood through adolescence and into young adulthood. It has an episodic quality that lends itself to epic high fantasy.. The story has a cast of noteworthy characters with great characterization and interesting backstories. I liked how the various mentor relationships were formed and tested throughout the story. Fitz's assassin and magic training were intriguing and had engaging storylines where each mission tests his loyalty and resolve. I liked that Fitz struggled with his endeavors and that there was a sense of growth as well as setbacks throughout the story.. The descriptions are rich and vivid creating an immersive reading experience. It has great world building with a diverse range of cultures, societal structures, politics, and locations. The different magic systems were portrayed wonderfully and allowed for further characterization. The first magic system was telepathy with animals and explored the mental bond formed. I adored the animal personifications especially because it remained subtle characterization rather than full blown anthropomorphism. The second magic system was a mysterious ability accessible by alimited group of people of royal descent that had interesting consequences.. The end of the book felt a bit slow because a new location and culture were introduced. However it makes up for it with a clever deadly ploy that ties up loose ends while setting the foundation for the next book. Overall, I enjoyed reading Assassin's Apprentice and I look forward to reading the rest of the series..  
Assassin's Apprentice: The Farseer Trilogy Book 1	10-AUG-14	5	This book is utterly flawless. I give it an unreserved 5 star rating.	The Assassin's Apprentice. By Robin Hobb. This book is utterly flawless. I give it an unreserved 5 star rating.. First published 1995, I somehow over looked this amazing gem until it was a Goodreads BOM on one of my groups.. From the first paragraph, this story sucked me in. The narrator's voice is compelling and the story if traditional is well told. I utterly lost myself in this story. I occasionally thought it was reminiscent of both the King Killer Chronicles and Raven's Shadow before reminding myself that this story actually predates both so it is really the other way around. The story follows the life of one royal bastard from his discovery at only six years through his early life and introduction to the cut-throat world of politics. Told a sort of remembrance from a much older version of himself, the story manages to remain immediate and personal.. I was left eager to read the next installment of this series.
Assassin's Apprentice: The Farseer Trilogy Book 1	14-AUG-14	5	Great book, great series	Great book, great series.  SPOILER ALERT - ending of the series was a bit of a bummer, but I'm still glad I read it.  Robb Hobb did a great job.  Ha!  That rhymes!
Fool's Errand: The Tawny Man Trilogy Book 1	15-JUL-14	5	A+	best series I've read in a while, and its not evil.
Fool's Errand: The Tawny Man Trilogy Book 1	31-JUL-14	5	Five Stars	Robin Hobb has a wonderful way with words.
Fool's Errand: The Tawny Man Trilogy Book 1	10-AUG-14	1	All talk no action	Well the Farseer trilogy by robin Hobbs was great and a must read so I said I gotta read this book, big mistake. First off there's absolutely no action. I stopped reading this bore story at page 430, and the fact he was not able to get over a girl he dated when he was 16 is idiotic, considering he thirty five in this book.
Fool's Errand: The Tawny Man Trilogy Book 1	11-AUG-14	5	One of my all time favorite ensembles of characters in fantasy fiction!	What is not to like about poor Fitz and his Tawny friend!  Great writing, great characters.  One of my favorite series.
Golden Fool: The Tawny Man Trilogy Book 2	19-JUL-14	4	i really enjoyed this book	I am a big fan of the Tawny Man series. This book has added to my admiration of Robin's story telling abilities. I felt as if I was back on a journey with old friends.
Golden Fool: The Tawny Man Trilogy Book 2	06-AUG-14	5	the best as always	Have read her series three times. One of my all time favorites. The whole series is great not just this book
The Sword of Shannara Trilogy	14-JUL-14	5	Always liked this series	Classic books that only get better with age.  Always loved this series from when they first came out.  It is worthy of being one of the top series in history.
The Sword of Shannara Trilogy	15-JUL-14	5	great read	Really great read definitely a must.
The Sword of Shannara Trilogy	01-AUG-14	5	This book was absolutely wonderful. I have read every Shannara book out there ...	This book was absolutely wonderful.  I have read every Shannara book out there and they're ALL outstanding.
A Storm of Swords: A Song of Ice and Fire: Book Three	14-JUL-14	5	The adventure continues	Martin continues his outstanding story.  This series is great. The worlds and characters are well thought out and intelligent.  The series is comparable in it's quality to the Lord of the Rings trilogy.  I highly recommend the series.
A Storm of Swords: A Song of Ice and Fire: Book Three	14-JUL-14	5	Outstanding	Never have I read a book I enjoyed so much as I did reading this book. Martin writing style guarantee to lift you of this life into his fantasy world. Already looking forward to read the next book.
A Storm of Swords: A Song of Ice and Fire: Book Three	15-JUL-14	4	read the whole series!	I recommend the whole series to people that like love great story lines and that are  often grim.
A Storm of Swords: A Song of Ice and Fire: Book Three	17-JUL-14	5	Loved it!	Loved it! This book gets you up to the point where the series currently ends. There are a couple things in the book that are not yet revealed in the HBO series.
A Storm of Swords: A Song of Ice and Fire: Book Three	17-JUL-14	5	Five Stars	This is a brilliant book and the writer has a beautiful mind.
A Storm of Swords: A Song of Ice and Fire: Book Three	18-JUL-14	5	awesome	Best of the  3 that I have read so far. Exciting ending. Can't wait to start book 4 and get to book 5.
A Storm of Swords: A Song of Ice and Fire: Book Three	18-JUL-14	5	so good	The book rocked my socks off
A Storm of Swords: A Song of Ice and Fire: Book Three	18-JUL-14	5	of course it's good	Nothing to add here, the book series continues to be all I want to read in my free time. Next book starting now!
A Storm of Swords: A Song of Ice and Fire: Book Three	19-JUL-14	5	Five Stars	Best of the entire series so far!
A Storm of Swords: A Song of Ice and Fire: Book Three	20-JUL-14	5	So exciting!	It starts on a slow pace, there is progress of course, but once you're halfway, the book unravels completely and you're in for a ride! So many surprises!!! Can't wait to read the next one!!!
A Storm of Swords: A Song of Ice and Fire: Book Three	20-JUL-14	1	I rate this low in regards to it's formatting on ...	I rate this low in regards to it's formatting on the kindle. The actual content of the book I've yet to delve very far into. My only complaint is the appearance of the beginning of each chapter the border starts halfway down the page and the first letter of the chapter is off to the left center of the page. Rather unsightly and makes to ruin the the kindle has of reading a normal book. I have no idea why this happened with this book in particular because I have read the rest of the series on the kindle with out issue.
A Storm of Swords: A Song of Ice and Fire: Book Three	20-JUL-14	5	best fantasy series ever?	best fantasy series ever?
A Storm of Swords: A Song of Ice and Fire: Book Three	23-JUL-14	5	Amazing Read	What an amazing read. This book is gripping and page turning.
A Storm of Swords: A Song of Ice and Fire: Book Three	23-JUL-14	5	they get better and better	Better than the show, and the story gets better as you keep reading. I can't wait for the next book.
A Storm of Swords: A Song of Ice and Fire: Book Three	24-JUL-14	5	Clever and exciting	As with the first two installments of the series, A Storm of Swords was a fantastic and exciting read. This political thriller war games mystery fantasy novel is clever and fun and kept me on the edge of my seat all 1,000+ pages. Especially loved the tip-of-the-hat to Princess Bride, the thrill of the Red Wedding, and the triumphs and tribulations at the wall.
A Storm of Swords: A Song of Ice and Fire: Book Three	24-JUL-14	5	Things start to get really good again!	A lot more exciting than Clash of Kings. Games of Thrones was amazing at setting up the players and their background, but Cash of Kings then took the role of setting more context, set things in motion for the real things the story is about, and that makes it a bit slow.. On Storm of Swords, things start to pick up again, and it really is a page-turner (CofK wasn't for me). Highly recommended!
A Storm of Swords: A Song of Ice and Fire: Book Three	25-JUL-14	5	Keeps getting better	They just keep getting better.  Problem is, can't put them down = not sleeping!
A Storm of Swords: A Song of Ice and Fire: Book Three	25-JUL-14	5	Excellent	Love these novels, I cannot put them down!
A Storm of Swords: A Song of Ice and Fire: Book Three	25-JUL-14	4	All is not as it seems in Westeros	This one starts slows, but I was racing through it near the end. At times, the pattern of surprise endings in many of the chapters became slightly repetitive. I need a break before reading the next book. However, the characters are amazing. When some bad characters did some good deeds, Martin had me hooked for life.
A Storm of Swords: A Song of Ice and Fire: Book Three	25-JUL-14	5	This is a really great series of books and each one just gets better ...	This is a really great series of books and each one just gets better and better.  It was hard for me to put down when I would start reading because you can't wait to see what happens next.
A Storm of Swords: A Song of Ice and Fire: Book Three	26-JUL-14	5	Five Stars	The whole series is constantly moving - full of action that keeps the reader reading
A Storm of Swords: A Song of Ice and Fire: Book Three	27-JUL-14	5	Twists and turns throughout the book	I really enjoyed Clash Of Kings, but this book may be even better. It has plot twists and turns all throughout the book. Martin introduces New schemers and mixes them with the old plotters to really increase the tension in the book. Another excellent addition to the Song Of Fire And Ice series. I would definitely recommend this book to other readers.
A Storm of Swords: A Song of Ice and Fire: Book Three	28-JUL-14	5	Five Stars	Excellent, going on to Book Four!!!
A Storm of Swords: A Song of Ice and Fire: Book Three	28-JUL-14	4	Four Stars	intriguing story with complex plot lines. Not for the faint of heart-graphic violence and sexual content.
A Storm of Swords: A Song of Ice and Fire: Book Three	28-JUL-14	5	Great series.	I love this series. I just wish I had more time to read.
A Storm of Swords: A Song of Ice and Fire: Book Three	29-JUL-14	5	Five Stars	so convenient to have ebooks
A Storm of Swords: A Song of Ice and Fire: Book Three	29-JUL-14	3	Great, more or less self consistent fantasy of the ...	Great, more or less self consistent fantasy of the Tolkien type. Not Tolkien however, but fun nevertheless.. His characters are well rounded and multifaceted. I have a feeling that his hero is Tyrion the dwarf, but everyone gets a pretty fair shake, even the totally evil ones.. I find that the whole magic/zombie/dragon/sorcery thing is totally unnecessary and lowers the tone. A medieval world of ambitious, ruthless contenders for a throne would have been more satisfying. But he is very ingenious in his invention of the different religions and customs, which all are quite believable and make sense in their contexts.
A Storm of Swords: A Song of Ice and Fire: Book Three	29-JUL-14	5	Five Stars	I absolutely LOVE all of these books!! Can barely put them down!
A Storm of Swords: A Song of Ice and Fire: Book Three	29-JUL-14	5	LOVE!	Amazing book series! I am absolutely hooked. It's very graphic and sexual but the story itself is phenomenal. George R.R. Martin is a genius!
A Storm of Swords: A Song of Ice and Fire: Book Three	30-JUL-14	5	Best one!	Best one in the series! Looking forward to the other 2 and even more further down the line. Another great read!
A Storm of Swords: A Song of Ice and Fire: Book Three	30-JUL-14	5	Excellent!	while it is hard to watch characters you have come to like suffer, the story is engaging and plot twists abound.  An excellent read!
A Storm of Swords: A Song of Ice and Fire: Book Three	30-JUL-14	5	a must read	Do yourself a favor and read the entire series. I love you gaga. Blah blah and of course blah blah
A Storm of Swords: A Song of Ice and Fire: Book Three	31-JUL-14	5	This book changes everything.	My god, this book will take everything that you know about the game of thrones universe and turn it upside down. It revisits events of the past and changes everything, what you thought was the truth is actually a lie. The characters you love and the characters you despise change for the worse and the unthinkable will happen several times over.
A Storm of Swords: A Song of Ice and Fire: Book Three	01-AUG-14	5	Five Stars	once you start to read you can't stop
A Storm of Swords: A Song of Ice and Fire: Book Three	01-AUG-14	5	Even better than the first two books in the series	Even better than the first two books in the series.  The 1200 pages fly by and then you will wish for more!
A Storm of Swords: A Song of Ice and Fire: Book Three	01-AUG-14	5	Best one yet!	Best one so far!  Martin keeps brining on the intrigue and action.  I can't get enough.  I absolutely have no idea where he's going or who's going to get killed next or why!
A Storm of Swords: A Song of Ice and Fire: Book Three	02-AUG-14	5	Another page-turner	This is a page-turner. I read on Kindle and listened on audio.
A Storm of Swords: A Song of Ice and Fire: Book Three	02-AUG-14	5	Wth	Wth is all I have to say. Did not see that coming. No spoilers coming from me but I am flabbergasted.
A Storm of Swords: A Song of Ice and Fire: Book Three	02-AUG-14	4	Still burning midnight oil to get to one more chapter!  Good story	I am still really caught up in this story. amazed that the story line can possibly be kept moving in the right directions for all the Houses, without really confusing the reader! There are still surprises at every turn. Just as I have accepted a "loss" of a character, circumstances change, and the character returns in a reasonable and acceptable way, unlike the "dream states" of other plots elsewhere.  Just beginning #4, and I am anxious to get back to it! Don't let the size or scope of these books intimidate you. once you start the story flows, and flows, and flows. 
A Storm of Swords: A Song of Ice and Fire: Book Three	03-AUG-14	5	Five Stars	Fantastic continuation of the story. 
A Storm of Swords: A Song of Ice and Fire: Book Three	03-AUG-14	5	awesome	I don't read. I love all of these books they are the best ever  can't wait to finish them all
A Storm of Swords: A Song of Ice and Fire: Book Three	03-AUG-14	5	the best book in the series	This is, so far, the best book in the series. The combination of action throughout and incredible story lines really made this a book that was easy to read and hard to put down.
A Storm of Swords: A Song of Ice and Fire: Book Three	04-AUG-14	5	Five Stars	Amazing as usual, loved it!
A Storm of Swords: A Song of Ice and Fire: Book Three	05-AUG-14	5	Five Stars	Once you hit 60% the book just grabs you. Almost impossible to put down.
A Storm of Swords: A Song of Ice and Fire: Book Three	05-AUG-14	5	Still hiding under a rock	Where have I been? This book was amazing. I thoroughly enjoyed it. Worth the purchase.
A Storm of Swords: A Song of Ice and Fire: Book Three	06-AUG-14	5	Continue series!	Hard to put down, builds on book 2 well
A Storm of Swords: A Song of Ice and Fire: Book Three	06-AUG-14	3	LIke it will never end	LIke it will never end.  The most tedious of the books, but if you're hooked and you've read book 2 and want to read book 4, you have to choice but to plow through it and keep going.
A Storm of Swords: A Song of Ice and Fire: Book Three	06-AUG-14	5	Storm of Swords another winner!	another great book in the series!  Can't go wrong with any of these books.  The entire series is well thought out, developing lands, cultures, people, and characters right from the start and continuing throughout each book.  Each book stands alone as well.  Can't miss.  Just a word of warning. start reading a book or see the HBO series and you will be addicted.  One taste and you must read each book!
A Storm of Swords: A Song of Ice and Fire: Book Three	06-AUG-14	5	Excellent continuation of the narrative	Excellent continuation of the narrative. Looking forward to seeing what happens next. I just hope that it doesn't ruin the show for me!
A Storm of Swords: A Song of Ice and Fire: Book Three	06-AUG-14	5	Storm of Swords: GOT in a good read!	Martin, in the tradition of Tolkien and other writers, has built a world and invited us in. It's got everything. Castles, knights, wenches, a Wall, secret societies, dragons, swords, etc. What else could a guy want?
A Storm of Swords: A Song of Ice and Fire: Book Three	06-AUG-14	5	Five Stars	Great series, will keep you on the edge of your seat.
A Storm of Swords: A Song of Ice and Fire: Book Three	07-AUG-14	5	A Storm of Swords:A Song of Ice and Fire: Book Three	Evil,Cruel,Sad all for what? To be a King, Lord, or rule??  Just when you think your favorite character, one of the good ones, dies, the game changes. I hope the cliffhanger in this one shows that someone is back, and with a vengeance!!!  I can't wait to start on book four!!
A Storm of Swords: A Song of Ice and Fire: Book Three	10-AUG-14	5	Great read!	I loved the HBO show so much that in between seasons I needed my Game of Thrones fix, so I started reading the books. Now I haven't been able to put them down, because they are so good! I haven't been this into something since Harry Potter.
A Storm of Swords: A Song of Ice and Fire: Book Three	10-AUG-14	5	Five Stars	read them all waiting for the last one
A Storm of Swords: A Song of Ice and Fire: Book Three	11-AUG-14	5	Five Stars	I enjoyed it very much. Looking forward to read book number 4
A Storm of Swords: A Song of Ice and Fire: Book Three	11-AUG-14	5	Five Stars	i have really enjoyed all three books i have read so far . all ready started book  4
A Storm of Swords: A Song of Ice and Fire: Book Three	11-AUG-14	5	Cleavery and plotting to win	This was the most unexpected of plots yet devised by Martin.  I am very glad he is an author that does not mind killing off main characters.  I wait in anticipation of the death of Cersei.  I hope he finds heart to make Brienne loveable.
A Storm of Swords: A Song of Ice and Fire: Book Three	11-AUG-14	4	parts of the book were boring. However	Having watched the first four seasons on television, parts of the book were boring.. However, the last 150 pages were exciting and just the way they should be.
A Storm of Swords: A Song of Ice and Fire: Book Three	11-AUG-14	5	Hard to put down!	Story has many dimensions & facets.  Difficult to put book aside. Looking forward to next book now.  This is a great series!
A Storm of Swords: A Song of Ice and Fire: Book Three	11-AUG-14	5	Great!	Totally enthralling!  G Martin has an amazing ability to keep readers going and wondering what's next.  Can't wait to read the next one!
A Storm of Swords: A Song of Ice and Fire: Book Three	12-AUG-14	5	Five Stars	I thought it was great
A Storm of Swords: A Song of Ice and Fire: Book Three	12-AUG-14	4	Good book and part of series Game of Thrones	Wife really likes book and series. I  enjoyed watching video.  The books and series are very entertaining and interestingly written.
A Storm of Swords: A Song of Ice and Fire: Book Three	14-AUG-14	5	best of the series so far	Can't speak for the next two books yet, but this one was chilling. Worth reading even for those who, like me, watch the HBO series.
Windhaven (Bantam Spectra Book)	28-JUL-14	2	Enjoyable for a while. I got tired of it ...	Enjoyable for a while. I got tired of it.  I kept expecting them to find some way to duplicate the wings' fabric, but they didn't. Not typical of George R R Martin's writing today, except that it's a world with no technological progress!
Windhaven (Bantam Spectra Book)	31-JUL-14	3	not game of thrones but	This is not Game of Thrones but it is a good tale told well. A story of one woman insisting that she be allowed to live the life she wanted despite the traditions around her and the impact of her decisions & of her actions on the fabric of her society.
Half Asleep in Frog Pajamas	24-JUL-14	4	Four Stars	Good, wacky summer read.
Dragonquest (Pern Book 17)	17-JUL-14	5	When you need another world to live on, Pern will welcome  you in and never let you go.	When you need another real world to live in,  Pern will welcome you,  beguile you,  and never let you go
Dragonquest (Pern Book 17)	26-JUL-14	5	I've always loved Ann Mccaffrey novels.	This one is so excellent and shows why her books have always been best sellers. The world of Perm and the people of Pernare  so exceedingly well crafted that they are people in one's life. This series is so believable that it is a history book of one's own family rather than a just a well crafted story. (My kindle won't let me write Perm.) It keeps changing to perm..  This story concentrates on the discovery of a new way to fight thread, yet it also shows the results of selfishness and greed. Nicely done, Anne! I'm probably going to go back and reread, again, all her work.
Dragonquest (Pern Book 17)	12-AUG-14	5	pern books are the best	Anne has a way of putting you right there with all the action. I love all of the pern books.
Dragonquest (Pern Book 17)	13-AUG-14	4	Second time around.	Anne Mccaffrey was my first. First dragon world author, that is. I've read all her works and still enjoy them as I revisit them in my retirement.. Chowell53
Nerilka's Story (Pern Book 13)	14-JUL-14	5	John's thoughts of this book	Anne is again a winner as an descriptive and compelling artist. She draws you into her story's and compels you to believe that you part of her story.  This is my third time through this series and it is still as fresh and compelling as my first time. Thank you ever so much.  John E. Mattison Jr.
Nerilka's Story (Pern Book 13)	24-JUL-14	4	I'm hooked on Pern.	as good as all other Perm books. Fills in the blanks as to what happened during this fall of Perm.
Nerilka's Story (Pern Book 13)	25-JUL-14	4	Four Stars	loved the story got a lot of background on pern
Dragonsdawn (Pern Book 1)	07-AUG-14	5	great reading	Anne's Dragon Riders of Pern books are awesome  if you like to read of dragons and like SYfY then this series of books are for you  all are a great read
Dragonsdawn (Pern Book 1)	10-AUG-14	5	An excellent series well worth the time to read	The beginning of Anne McCaffrey's dragon centric series on PERN.  A classic in the genre. From this start evolved a series of related works written both by her and her son, Todd. An excellent series well worth the time to read.
Moreta: Dragonlady of Pern	25-JUL-14	5	Five Stars	loved the story got a lot of great background on pern
The Sword of Shannara	17-JUL-14	5	The Sword of Shannara	I have read the whole Shannara series of books.
The Sword of Shannara	09-AUG-14	5	I loved it!	Packed with action and adventure, I loved it!
The Elfstones of Shannara (The Sword of Shannara)	21-JUL-14	3	got through maybe half of this book and had to put it down - the world of Shannara feels like a cheap imitation of middle earth	I started with the Sword of Shannara, which is justly criticized for resembling the lord of the rings a bit too closely, got through maybe half of this book and had to put it down - the world of Shannara feels like a cheap imitation of middle earth and I just can't get past that.
The Elfstones of Shannara (The Sword of Shannara)	31-JUL-14	5	loved this whole series of books	loved this whole series of books, so now I'm on to The Heritage of Shannara. Terry Brooks - LOVE your writing.
The Elfstones of Shannara (The Sword of Shannara)	09-AUG-14	5	This is the best novel I have ever read	I have read this book many times.  I bought it on kindle and reread it yet again.. The story never gets old.
First King of Shannara (The Sword of Shannara)	28-JUL-14	5	Standing Ovation	Over the years I have read every one of Terry Brooks books and (The sword of Shannara ) series is my favorite. This book especially because it gives the reasons for why everything happens  in the series. "Standing Ovation " !! Terrific!!!  Terry Brooks
First King of Shannara (The Sword of Shannara)	30-JUL-14	5	Amazing Book	Another masterpiece from Terry Brooks! Could not stop reading once I started. Amazing to finally discover the story behind the sword.
The Wishsong of Shannara: 3 (The Sword of Shannara)	17-JUL-14	5	The Wishsong of Shannara	I have read the whole Shannara series of books.
Centaur Aisle (Xanth)	24-JUL-14	5	puns galore	As expected of a (Xanth)ony Novel, puns abound. A strategic mind is behind these seemingly playful novels. When the king of Xanth gets trapped in mundania, it falls to a motley group to rescue him, with much adventure along the way. You will meet Dor, incumbent to the throne, whose magical talent allows him to converse with the inanimate, Irene- the princess, who can grow anything, and gives new meaning to the phrase "green thumb." There is also Grundy, a golem of communication, recently made living, and of all things, an ogre. See how this varied gang learns to work together to affect a daring rescue for the good of Xanth.
Centaur Aisle (Xanth)	13-AUG-14	3	Cute but wearing.	I loved these books as a--forgive me--tween.  I liked the world building and the fact that the author lived about 30 minutes away from me on the Mundane peninsula that resembles Xanth.  I loved the silly puns and the characters' integrity.  When I revisited the Land of Xanth recently I was less enchanted.  Piers Anthony has definite gifts--anyone who has read "Chthon" or "A Spell for Chameleon" knows that the man has a fantastic imagination and terrific writing.  He just seems to do better with the first few books in a series.  The puns that that mark this series become wearing after a while and the constant deus ex machina that extracts the heroes in dangerous situations lacks credibility.  Another series I should have left on the shelf so that my pre-adolescent self could retain its happy memories.
Source of Magic (Xanth)	17-JUL-14	5	great sequel to the first	Awesome adventure for bink and his friends to unravel the source of magic. Will definitely be suggesting this to friends
Ogre, Ogre (Xanth)	31-JUL-14	5	adventure in Xanth	There were many less puns in this novel of Xanth, where souls were in danger. An ogre travels the unknown areas of Xanth in search of an answer to a question he never asked. Along the way, he picks up a tree dryad, a fairy, the Siren, a centaur, and explores the world of the gourd.
The Scions of Shannara (The Heritage of Shannara)	23-JUL-14	5	Five Stars	Its a great book
The Elf Queen of Shannara (The Heritage of Shannara)	08-AUG-14	4	Good to see Terry Brooks using a female heroine	Good to see Terry Brooks using a female heroine.  It is well paced and ends well.  As always too many people die but I guess that keeps the intensity up.
The Renegades of Pern	14-JUL-14	4	Integral to Dragonriders Series	Somewhat slow reading at times, but an integral part of the Dragonriders of Pern series. So, I say it's a "must read" for all those interested.
All the Weyrs of Pern	19-JUL-14	5	All the Weyrs of Pern	Having read all of the books in Anne Mccaffrey's Pern series, I decided to read them again. As I read this particular book I could not shake the sadness of our favorite author's passing. Knowing that her son Todd has taken up the baton got me through the final chapter. For everything they have given of themselves, I thank them both. To you, dear reader, read this book and any other of their's you can get your hands on!
All the Weyrs of Pern	31-JUL-14	5	Best of her books	Really enjoyed this one! It was written better than previous of her books in my opinion. A must read and good compliment to the prequel.
All the Weyrs of Pern	03-AUG-14	3	Lots of errors	Whoever copied this from the original didn't do a very good job.  There were a lot of errors.  It's a good thing I've already read it multiple times or I would have been confused several times.
All the Weyrs of Pern	13-AUG-14	5	Amazing!	Anne McCaffrey has always been amazing in her Dragonriders of Pern Series. This one is no exception.
The Demon Awakens (The DemonWars Saga)	21-JUL-14	1	HO HO! WHAT?	I should have listened to the other one star reviews. I bought this book because I enjoyed the Dark Elf series. I'm not quite sure what happened with this book (my husband has read R.A. Salvatore books and is disappointed that I dislike this one so much as am I). Now mind you, I have not finished it yet simply because I can't. I just can not seem to get through it. The writing is so, SO bad and I don't know if it's the editing or what but I almost threw my kindle across the room when he used the word "BROACH" to describe the pin that someone was wearing which is a "BROOCH". And what! Is! With! The! Use! Of! Exclamation! Points! ALL! THE! TIME! It! ! Is! Really! Annoying! (see what I mean!)?. And the characters. I really, really wanted to like them but I can't.. Pony is a simpering wuss. I wanted to like Pony. I really did. I wanted her to be Master Bildeborough's wife. I thought it ludicrous that she was still so traumatized by what happened when she was a child -- traumatized to the point where she couldn't even remember what her name was -- that she threw the hot ember in his face because the memory of the kiss with Elbryan brought on the 'black wings' of something bad happening when Bildeborogh tried to consummate their marriage. I mean come on!! I could see if the traumatization was something other than her village burning down. I could understand if she had been attacked and raped as  or something equally horrifying. That would make me believe that she was wary of men and being close to one but to have a childhood kiss and then the subsequent burning of her village cause her to lose her memory and never want to be touched by a man is reaching.. Elbryan is so annoying. I get that they're trying to make him out to be the hero of the book but he's just an annoying little boy who is really full of himself. I really wish someone would run him through with a blade. And I really don't get the 'oracle'. Is that in his mind?Is it really a vision he's seeing in the mirror? Is he just talking to himself? I don't get it. And I also didn't get why he fought his Zombie uncle. What was the point? To get the magical sword? I'm just not getting the lot of it.. Avelyn - good lord if I have to read one more 'HO HO! WHAT?' exclamation from him I am going to gouge my eyes out. There are times I really wish "Brother Justice" had actually killed him.. The dactyl -  not really feeling the whole "evil menace" thing from him.. Seriously. I want to like the characters but they hold nothing for me. Nothing at all. And it's important for me to like the characters in a book I am reading. I want to feel compelled to turn the pages and read on. When something bad happens to a character I want to feel the sadness, outrage, I want to feel. I am not feeling anything with these characters and the only reason why I have read as much as I have (476 pages to be exact) is because I am waiting for it to get better but it's not. It seems like everything works out for the characters, that they prevail and save the world. The way they describe the poweries, giants and other goblins makes me think that I'd be able to defeat them wielding a kitchen knife as my sword and a pot cover for my shield.. Honestly save your money and skip this book. Unless you like a book with insipid characters, lots! of! exclamation! points! and a lack-luster plot. It will be a miracle if I even finish this book.
The Talismans of Shannara (The Heritage of Shannara)	28-JUL-14	5	Another home run for Brooks	Never seeming to quit, the story of wren, par and the other ohmsfords in this series is just as amazing as every other book of shannara. Moving on to the next immediately.
The Masterharper of Pern	06-AUG-14	5	MasterHarper Always	I'm glad Anne wrote his story from his beginning. Kind and gentle, hard as a rock. Now I see where all his traits come from.. It's a rollicking good story too. I've always thought he wrote all the Pern stories himself, that he was there for everything.. In the virtual world of Second Life Pern lives. When Anne left us we had a memorial for her. Many dragons came, and people too. Yes you can not only ride a dragon, you can BE one. We all keened for our loss of a wonderful Lady. Sometimes I think I see her riding a golden dragon high in the sky. :)
Powers That Be (Petaybee Trilogy)	20-JUL-14	5	This First Book of Petaybee Only Gets Better	I read it first in hardcover, when it first came out, and several times since. I remember that I was disappointed when it ended. I wanted MORE! You don't have to wait, you can read all 3 back to back without waiting.. It's perfect reading for a heat wave. LOL
Lord John and the Private Matter: A Novel (Lord John Grey Book 1)	28-JUL-14	5	Love these books!	Another story based on a character in the Outlander series, and Lord John is one of the main characters. LOVE THIS SERIES!
Lord John and the Private Matter: A Novel (Lord John Grey Book 1)	31-JUL-14	4	One of her best Lord John Grey novels	One of her best Lord John Grey novels.  Introduces great characters and the underworld activity  makes it a real page turner.
Lord John and the Private Matter: A Novel (Lord John Grey Book 1)	05-AUG-14	4	Good Read	It started a little slow, but the story got moving along quite well. I enjoy reading Gabaldon and this was a different perspective on the story of the Outlander series. It is interesting to learn about the life of the the other characters.
